0.575871	0.575871	1 
1.022166	1.022166	2
1.238744	1.238744	3
1.501822	1.501822	4
2.428998	2.428998	5
2.900070	2.900070	6
3.113433	3.113433	7
3.337152	3.337152	8
3.571229	3.571229	9
3.815664	3.815664	10
4.018669	4.018669	11
4.242388	4.242388	12


4.282995	4.282995	1 
4.729290	4.729290	2
4.945869	4.945869	3
5.208946	5.208946	4
6.136122	6.136122	5
6.607194	6.607194	6
6.820557	6.820557	7
7.044276	7.044276	8
7.311823	7.311823	9
7.522788	7.522788	10
7.771186	7.771186	11

