160.000000	160.000000	b 200
160.800000	160.800000	b 201
161.600000	161.600000	b 202
162.400000	162.400000	b 203
163.200000	163.200000	b 204
164.000000	164.000000	b 205
164.800000	164.800000	b 206
165.600000	165.600000	b 207
166.400000	166.400000	b 208
167.200000	167.200000	b 209
168.000000	168.000000	b 210
168.800000	168.800000	b 211
169.600000	169.600000	b 212
170.400000	170.400000	b 213
171.200000	171.200000	b 214
172.000000	172.000000	b 215
172.800000	172.800000	b 216
173.600000	173.600000	b 217
174.400000	174.400000	b 218
175.200000	175.200000	b 219
176.000000	176.000000	b 220
176.800000	176.800000	b 221
177.600000	177.600000	b 222
178.400000	178.400000	b 223
179.200000	179.200000	b 224
180.000000	180.000000	b 225
180.800000	180.800000	b 226
181.600000	181.600000	b 227
182.400000	182.400000	b 228
183.200000	183.200000	b 229
184.000000	184.000000	b 230
184.800000	184.800000	b 231
185.600000	185.600000	b 232
186.400000	186.400000	b 233
187.200000	187.200000	b 234
188.000000	188.000000	b 235
188.800000	188.800000	b 236
189.600000	189.600000	b 237
190.400000	190.400000	b 238
191.200000	191.200000	b 239
192.000000	192.000000	b 240
192.800000	192.800000	b 241
193.600000	193.600000	b 242
194.400000	194.400000	b 243
195.200000	195.200000	b 244
196.000000	196.000000	b 245
196.800000	196.800000	b 246
197.600000	197.600000	b 247
198.400000	198.400000	b 248
199.200000	199.200000	b 249
200.000000	200.000000	b 250
200.800000	200.800000	b 251
201.600000	201.600000	b 252
202.400000	202.400000	b 253
203.200000	203.200000	b 254
204.000000	204.000000	b 255
204.800000	204.800000	b 256
205.600000	205.600000	b 257
206.400000	206.400000	b 258
207.200000	207.200000	b 259
208.000000	208.000000	b 260
208.800000	208.800000	b 261
209.600000	209.600000	b 262
210.400000	210.400000	b 263
211.200000	211.200000	b 264
212.000000	212.000000	b 265
212.800000	212.800000	b 266
213.600000	213.600000	b 267
214.400000	214.400000	b 268
215.200000	215.200000	b 269
216.000000	216.000000	b 270
216.800000	216.800000	b 271
217.600000	217.600000	b 272
218.400000	218.400000	b 273
219.200000	219.200000	b 274
220.000000	220.000000	b 275
220.800000	220.800000	b 276
221.600000	221.600000	b 277
222.400000	222.400000	b 278
223.200000	223.200000	b 279
224.000000	224.000000	b 280
224.800000	224.800000	b 281
225.600000	225.600000	b 282
226.400000	226.400000	b 283
227.200000	227.200000	b 284
228.000000	228.000000	b 285
228.800000	228.800000	b 286
229.600000	229.600000	b 287
230.400000	230.400000	b 288
231.200000	231.200000	b 289
232.000000	232.000000	b 290
232.800000	232.800000	b 291
233.600000	233.600000	b 292
234.400000	234.400000	b 293
235.200000	235.200000	b 294
236.000000	236.000000	b 295
236.800000	236.800000	b 296
237.600000	237.600000	b 297
238.400000	238.400000	b 298
239.200000	239.200000	b 299
240.000000	240.000000	b 300
240.800000	240.800000	b 301
241.600000	241.600000	b 302
242.400000	242.400000	b 303
243.200000	243.200000	b 304
244.000000	244.000000	b 305
244.800000	244.800000	b 306
245.600000	245.600000	b 307
246.400000	246.400000	b 308
247.200000	247.200000	b 309
248.000000	248.000000	b 310
248.800000	248.800000	b 311
249.600000	249.600000	b 312
250.400000	250.400000	b 313
251.200000	251.200000	b 314
252.000000	252.000000	b 315
252.800000	252.800000	b 316
253.600000	253.600000	b 317
254.400000	254.400000	b 318
255.200000	255.200000	b 319
